slug	cultivar	price	note	url	image	hybridizer	year	parentage	color	branches	budcount	form	foliagetype	seedlingnum	bloomhabit	fragrance	scapeheight	bloomseason	rebloom	bloomsize	ploidy	sculpting	id
gigantor	Gigantor			https://daylilies.org/DaylilyDB/detail.php?id=185176	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Gigantor_1509979880.jpg	Pierce-G.	2017	((Appliqu&eacute; Prism x Tet. Rose F. Kennedy) × Max Factor)	Merlot purple, lighter watermark, double edge of silver lavender and heavy ruffled lemon, giant lemon chartreuse nine and a half inch extended green throat, very thick substance with diamond dusting.	6	35		Dormant	4004-i	Diurnal	Fragrant	34 in, (86 cm) 	Early,Rebloom		10.25 in, (26 cm) 	Tetraploid		185176
ginger-jar	Ginger Jar	$6.00	sale 18 sf	https://daylilies.org/DaylilyDB/detail.php?id=23298	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Ginger Jar.jpg	Munson-R.W.	1970		amber tan self with yellow throat				Evergreen		Diurnal		32 in, (81 cm) 	Midseason		6 in, (15 cm) 	Tetraploid		23298
splendid-touch	Splendid Touch	$6.00	sale 2 sf	https://daylilies.org/DaylilyDB/detail.php?id=10281	https://www.daylilies.org/DaylilyDB/AHSPhoto/S/Splendid_Touch.jpg	Stamile	1994	(Silken Touch × Tet. Barbara Mitchell)	pink with rose eyezone above green throat				Evergreen	T-236-B	Extended	Fragrant	26 in, (66 cm) 	Early-Midseason,Rebloom		5.75 in, (15 cm) 	Tetraploid		10281
gleam-of-time	Gleam Of Time			https://daylilies.org/DaylilyDB/detail.php?id=146085	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Gleam of Time- Joiner Monbeck_1523383130.jpg	Joiner	2002	(sdlg × Night Embers)	aurora red with sepals green petaloids yellow edge above yellow green throat	5	42	Double 95%	Evergreen	E00TD6R0SPNE2	Nocturnal		34 in, (86 cm) 	Midseason,Rebloom		4 in, (10 cm) 	Tetraploid		146085
glory-in-the-sunset	Glory in the Sunset			https://daylilies.org/DaylilyDB/detail.php?id=152405	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Glory_in_the_Sunset.jpg	Carpenter-J.	2005	(Jerry Pate Williams × sdlg)	soft coral orange self	4	22	Double 100%	Evergreen	T-03-3	Diurnal	Fragrant	24 in, (61 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		152405
glowing-lantern	Glowing Lantern			https://daylilies.org/DaylilyDB/detail.php?id=177139	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/glowinglantern.jpg	Bell-T.	2014	(Deliverer × unknown)	intense red orange with wide yellow appliquéd throat and yellow edge	2	15		Evergreen	98-10	Diurnal	Fragrant	27 in, (69 cm) 	Midseason,Rebloom		5.25 in, (13 cm) 	Tetraploid		177139
glowing-pumpkin	Glowing Pumpkin			https://daylilies.org/DaylilyDB/detail.php?id=183269	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Glowing Pumpkin.JPG	Culver-B.	2017	(Spirit Fox × Glowing Quasar)	bright clear orange with lighter watermark above green throat	4	20		Dormant	1505A	Extended		34 in, (86 cm) 	Midseason-Late		5.5 in, (14 cm) 	Tetraploid		183269
god-bless-louisiana	God Bless Louisiana			https://daylilies.org/DaylilyDB/detail.php?id=185024	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/GodBlessLouisiana_1509372581.jpg_1508354061	Carpenter-M.	2017	(Bold Awakening × sdlg)	Cream with a large purple eye and purple picotee edge.	4	18		Evergreen	16-4-2-26	Diurnal		27 in, (68 cm) 	Early,Rebloom		8.5 in, (21 cm) 	Diploid		185024
god-save-the-queen	God Save The Queen	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=153521	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/God_Save_The_Queen.jpg	Morss	2005	((Moon Feather × Martina Verhaert) × Scott Bennett)	medium amethyst with midnight purple eye and purple outlined yellow gold edge above yellow to green throat	4	26		Evergreen	02-14	Extended		30 in, (76 cm) 	Early,Rebloom		7 in, (18 cm) 	Tetraploid		153521
goldenzelle	Goldenzelle	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=154751	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/goldenzelle.jpg	Smith-FR	2006	(Crazy Ivan × Eye on America)	intense golden yellow with deep cordovan colored chevron shaped eye and darker edge	4	24		Semi-Evergreen		Extended		32 in, (81 cm) 	Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		154751
grace-and-style	Grace And Style			https://daylilies.org/DaylilyDB/detail.php?id=149931	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Grace_and_Style.jpg	Joiner-J.	2004	(sdlg × sdlg)	pearl blush self above light green throat	3	18	Double 98%	Evergreen	J99-DD-JJ-JJ-83	Diurnal		30 in, (76 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Diploid		149931
granny-coot	Granny Coot	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=147154	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Granny_Coot.jpg	Hansen-D.	2002	((Sultans Warrior × (Make My Day × Ida's Magic)) × San Antonio Firecracker)	red with thin white edge above bright yellow throat	4	18		Evergreen		Extended		27 in, (69 cm) 	Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		147154
gray-crowned-crane	Gray-crowned Crane	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=170519	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/GRAY-CROWNED CRANE.jpg	Lambertson	2012	(Blue Hippo × Blue Gray Tanager)	medium purple sepals, purple petals, gray eye and edge, cream outer edge, green throat	3	20		Semi-Evergreen	LL215	Diurnal		29 in, (74 cm) 	Early,Rebloom		6 in, (15 cm) 	Tetraploid		170519
great-american-pie-pan	Great American Pie Pan	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=167538	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Great American Pie Pan.jpg	Smith-Harry-P.	2011	(Jeff Bradley × Icy Icy Wind)	white base and tightly ruffled edge with large deep throat, rebloom has large pleated ruffles	5	26		Semi-Evergreen	11-09	Diurnal	Fragrant	30 in, (76 cm) 	Early-Midseason		6 in, (15 cm) 	Tetraploid		167538
great-white	Great White	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=4470	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Great White_Stamile_Beth Creveling_1516461397.jpg	Stamile	1996	(Glacier Bay × Whisper White)	ivory cream self with green throat				Evergreen	5365-B	Extended	Fragrant	28 in, (71 cm) 	Early-Midseason,Rebloom		6.25 in, (16 cm) 	Tetraploid		4470
great-white-dove	Great White Dove			https://daylilies.org/DaylilyDB/detail.php?id=169201	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Great White Dove.jpg	Pierce-G.	2012	(Shamrock Dew × Fancy Lace)	white self, ruffled edges with angel wings and green throat	9	50		Evergreen	828-A	Diurnal	Fragrant	38 in, (97 cm) 	Extra Early,Rebloom		6.5 in, (17 cm) 	Tetraploid		169201
green-arrow	Green Arrow	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=160154	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Green_Arrow.JPG	Gossard	2008	(Royal Curls × Great Red Dragon)	greenish yellow self	4	22	Unusual FormCascade	Dormant	RCISSWD#2	Diurnal	Fragrant	46 in, (117 cm) 	Midseason,Rebloom		8 in, (20 cm) 	Diploid		160154
green-inferno	Green Inferno			https://daylilies.org/DaylilyDB/detail.php?id=155639	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Green_Inferno.jpg	Gossard	2006	(Royal Curls × Great Red Dragon)	neon green above green throat	3	18	Spider 5.00:1	Dormant	RCISSWD#3	Diurnal		39 in, (99 cm) 	Early-Midseason,Rebloom		7.5 in, (19 cm) 	Diploid		155639
green-morning-glow	Green Morning Glow			https://daylilies.org/DaylilyDB/detail.php?id=4489	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Green_Morning_Glow.jpg	Carpenter-J.	1994		cream with dark purple eyezone above intense green throat				Evergreen	JC-92-51	Diurnal	Fragrant	22 in, (56 cm) 	Early-Midseason,Rebloom		3.25 in, (8 cm) 	Diploid		4489
green-rainbow	Green Rainbow			https://daylilies.org/DaylilyDB/detail.php?id=152158	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Green_Rainbow_2005.jpg	Herrington-T.	2005	(Dixieland Five × sdlg)	green lavender with purple eye above huge green throat	7	28		Dormant	1-SP	Diurnal	Fragrant	25 in, (64 cm) 	Early-Midseason,Rebloom		4 in, (10 cm) 	Diploid		152158
grey-witch	Grey Witch	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=6187	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Grey_Witch.jpg	Reed	1999	(Trahlyta × unknown)	gray lavender with purple eye above green throat	2	15	Spider 4.22:1	Dormant	MR96TRGP	Diurnal		30 in, (76 cm) 	Early-Midseason		6 in, (15 cm) 	Diploid		6187
guadalajara	Guadalajara			https://daylilies.org/DaylilyDB/detail.php?id=147785	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/Guadalajara.jpg	Carpenter-J.	2003	(Desert Flame × Tet. Rose Red Ruffles)	very hot orange self	4	21	Double 75%	Semi-Evergreen	02P31T	Diurnal	Fragrant	22 in, (56 cm) 	Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		147785
gunmetal-magic	Gunmetal Magic			https://daylilies.org/DaylilyDB/detail.php?id=177638	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/gunmetalmagic.jpg	Salter	2015	(unknown × unknown)	medium lavender purple with a washed eye of purple and gray, tiny white shark's teeth on the edge	4	30		Evergreen	9608	Diurnal		30 in, (76 cm) 	Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		177638
gypsy-jazz	Gypsy Jazz			https://daylilies.org/DaylilyDB/detail.php?id=182088	https://www.daylilies.org/DaylilyDB/AHSPhoto/G/gypsyjazz.jpg	Trimmer	2017	(Merlot × Dixieland Delight)	plum with white watermark and green throat with green gold edge	3	22		Evergreen	1-399	Diurnal	Fragrant	30 in, (76 cm) 	Early-Midseason,Rebloom		6.75 in, (17 cm) 	Tetraploid		182088
hang-six	Hang Six	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=145669	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Hang Six.jpg	Stamile	2002	(Daniel Webster × Web Browser)	red self above chartreuse yellow throat	3	30	Spider 5.00:1	Evergreen	086-J	Diurnal	Fragrant	43 in, (109 cm) 	Early,Rebloom		10.5 in, (27 cm) 	Tetraploid		145669
happy-halloween	Happy Halloween	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=151898	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Happy_Halloween.jpg	Salter	2005		salmon orange with black eye and edge above green throat	5	40		Semi-Evergreen		Diurnal		18 in, (46 cm) 	Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		151898
happy-teeth	Happy Teeth			https://daylilies.org/DaylilyDB/detail.php?id=176152	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Happy Teeth.jpg	Trimmer	2014	(Oklahoma Sand Burr × John Kulpa)	plum purple with yellow chartreuse throat, dramatic white tooth edge	2	17		Evergreen	2-38	Diurnal		36 in, (91 cm) 	Early,Rebloom		5.5 in, (14 cm) 	Tetraploid		176152
harrods	Harrods	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=24796	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Harrods Purvis_1537493953.jpg	Munson-R.W.	1988	(sdlg × Dance Ballerina Dance)	burgundy red self with gold green throat				Semi-Evergreen	DBD-R81-12	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		24796
heartbeat-of-heaven	Heartbeat Of Heaven	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=146536	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heartbeat_of_Heaven.jpg	Emmerich	2004	((Fortune's Dearest × Lifting Me Higher) × sdlg)	pink lavender with ivory lavender halo etched in darker lavender edge trimmed gold above yellow green throat	3	20		Semi-Evergreen	13500	Diurnal	Fragrant	32 in, (81 cm) 	Midseason-Late,Rebloom		6.5 in, (17 cm) 	Tetraploid		146536
heather-herrington	Heather Herrington	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=4641	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heather Herrington  Joiner slide_1523383282.jpg	Joiner	1991	(Frances Joiner × Double Pink Treasure)	light apricot self with light green throat			Double	Evergreen	88-DD-FJ-DPT.55	Diurnal	Very Fragrant	30 in, (76 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Diploid		4641
heavens-declaring	Heaven's Declaring	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=144591	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heaven's Declaring.jpg	Morss	2005	(((sdlg × Simply Divine) × ((Simply Divine × Royal Art) × (Uppermost Edge × sdlg)))	medium amethyst pastel with slate blue lavender watermark and edge above yellow to green throat	5	43		Evergreen	02-17A	Extended		32 in, (81 cm) 	Early,Rebloom		4.75 in, (12 cm) 	Tetraploid		144591
heavenly-angel-ice	Heavenly Angel Ice			https://daylilies.org/DaylilyDB/detail.php?id=149409	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_Angel_Ice.jpg	Gossard	2004	(Frozen Mert × Heavenly Curls)	white self above green yellow throat	5	27	Unusual FormCrispate	Dormant	WHC#1	Diurnal		36 in, (91 cm) 	Midseason-Late,Rebloom		8 in, (20 cm) 	Diploid		149409
heavenly-dragon-fire	Heavenly Dragon Fire	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=149407	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_Dragon_Fire.jpg	Gossard	2004	(Blazing Lamp Sticks × Primal Scream)	orange red self above green throat	4	17	Unusual FormCrispate	Dormant	BLSPS#2	Diurnal		45 in, (114 cm) 	Midseason		7.5 in, (19 cm) 	Tetraploid		149407
heavenly-mr-fantastic	Heavenly Mr Fantastic	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=163605	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_Mr_Fantastic.jpg	Gossard	2010	(Cameroons Twister × Webster's Pink Wonder)	large rose pink bicolor with light pink watermark above yellow green throat	4	22		Dormant	CAMT7302Bicolor	Diurnal	Fragrant	47 in, (119 cm) 	Midseason		9 in, (23 cm) 	Tetraploid		163605
heavenly-pink-twister	Heavenly Pink Twister	$15.00	sale 12 sf	https://daylilies.org/DaylilyDB/detail.php?id=158169	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_Pink_Twister.jpg	Gossard	2007	(Heavenly Mr. Twister × Skinwalker)	baby ribbon pink with slightly darker halo above green throat	4	20	Spider 6.00:1Unusual FormCascade	Dormant	HMRTSKIN	Diurnal	Fragrant	40 in, (102 cm) 	Midseason		10 in, (25 cm) 	Diploid		158169
heavenly-snow-bird	Heavenly Snow Bird			https://daylilies.org/DaylilyDB/detail.php?id=180262	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly-Snow-Bird_1514902564.jpg	Gossard	2016	(Heavenly White Lightning × My Cup Overflows)	white self above green throat	4	22		Dormant	HWLmycupo#2	Diurnal	Fragrant	28 in, (71 cm) 	Midseason,Rebloom		10 in, (25 cm) 	Diploid		180262
wind-frills	Wind Frills	$8.00	sale 7 sf	https://daylilies.org/DaylilyDB/detail.php?id=44181	https://www.daylilies.org/DaylilyDB/AHSPhoto/W/Wind_Frillsrev.jpg	Tarrant	1978	(Brazosport × sdlg)	pink with yellow green throat			Unusual FormCrispate	Evergreen	72-9	Diurnal	Fragrant	34 in, (86 cm) 	Early-Midseason,Rebloom		7 in, (18 cm) 	Diploid		44181
halloween-green	Halloween Green			https://daylilies.org/DaylilyDB/detail.php?id=167551	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Halloween Green.jpg	Herrington-T.	2011	(Green Rainbow × Amazing Morris Kirby)	orange with a triangular red eye and intense green throat	6	21		Semi-Evergreen	h5	Diurnal		24 in, (61 cm) 	Early-Midseason,Rebloom		3.5 in, (9 cm) 	Diploid		167551
heavenly-snow-white	Heavenly Snow White			https://daylilies.org/DaylilyDB/detail.php?id=168033	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly-Snow-White.jpg	Gossard	2011	((Forsyth Flaming Snow × Skinwalker) × Heavenly Angel Ice)	snow white with a yellow green throat	5	26	Unusual FormCascade	Dormant	FFSSKINHAICE	Diurnal	Fragrant	43 in, (109 cm) 	Midseason		9 in, (23 cm) 	Diploid		168033
heavenly-united-we-stand	Heavenly United We Stand	$20.00		https://daylilies.org/DaylilyDB/detail.php?id=161448	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heavenly_United_We_Stand.jpg	Gossard	2009	(sdlg × Megatron)	sun fast blood red above nice green throat	7	36		Dormant		Diurnal		51 in, (130 cm) 	Midseason		9 in, (23 cm) 	Tetraploid		161448
hello-screamer	Hello Screamer	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=4691	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/hello_screamer.jpg	Hansen-D.	2003	((Canadian Border Patrol × Tet. Tuscawilla) × (John Douglas Sullivan × Tet. Ben Lee))	magenta vanilla with magenta eye and edge above lime throat	3	23		Semi-Evergreen	CBPTAPPSCLTBL	Diurnal		33 in, (84 cm) 	Midseason,Rebloom		5 in, (13 cm) 	Tetraploid		4691
heman	Heman			https://daylilies.org/DaylilyDB/detail.php?id=158140	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heman.jpg	Gossard	2007	(Forestlake Ragamuffin × (Startling Creation × Jaws of Life))	orange red blended bitone with large gold yellow tooth edge above yellow green throat	4	22	Unusual FormCascade	Dormant	FLRMSCJOFLIFE	Diurnal		35 in, (89 cm) 	Midseason-Late,Rebloom		9 in, (23 cm) 	Tetraploid		158140
heritage-china	Heritage China	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=25152	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Heritage_China.jpg	Stamile	1989	(Atlanta Cover Girl × Pink Monday)	ivory self with green throat				Dormant	650-LPI	Extended	Fragrant	22 in, (56 cm) 	Early-Midseason		6 in, (15 cm) 	Tetraploid		25152
highland-lord	Highland Lord	$10.00		https://daylilies.org/DaylilyDB/detail.php?id=25320	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Highland Lord.jpg	Munson-R.W.	1983		red wine self with lemon throat			Double	Semi-Evergreen		Diurnal		22 in, (56 cm) 	Midseason-Late,Rebloom		5 in, (13 cm) 	Tetraploid		25320
hint-of-heaven	Hint Of Heaven			https://daylilies.org/DaylilyDB/detail.php?id=147858	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Hint_of_Heaven.jpg	Joiner	2003	(sdlg × John Kinnebrew)	caramel cream blend with rose halo above green throat	3	24	Double 98%	Evergreen	E-99-TD-Gen-JK-88	Diurnal		20 in, (51 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		147858
hold-on-my-friend	Hold On My Friend	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=161052	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/HOLD ON MY FRIEND.jpg	Carpenter-J.	2009	(Radiant Magic × Lonnie Leroy Carpenter)	hot coral orange with deeper eye above gold throat	5	22		Evergreen	RMCDL	Diurnal	Fragrant	24 in, (61 cm) 	Midseason,Rebloom		7 in, (18 cm) 	Tetraploid		161052
holiday-flourish	Holiday Flourish			https://daylilies.org/DaylilyDB/detail.php?id=169984	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Holiday Flouish.jpg	Salter	2012	(unknown × unknown)	intense rose red bitone with paler sepals, a tiny white edge and a bright green throat, very round, full and overlapped				Semi-Evergreen	JS14 2012	Diurnal		32 in, (81 cm) 	Early-Midseason,Rebloom		5.5 in, (14 cm) 	Tetraploid		169984
holy-spirit	Holy Spirit	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=25442	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/holy_spirit.jpg	Guidry	1979		cream self with green throat				Evergreen	CR-GR-86-77		Fragrant	20 in, (51 cm) 	Extra Early,Rebloom		6 in, (15 cm) 	Diploid		25442
homemade-peach-ice-cream	Homemade Peach Ice Cream	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=155035	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Homemade_Peach_Ice_Cream.jpg	Bell-T.	2006	(Gold and Frankincense × Symphony of Praise)	peach with yellow edge above yellow throat	4	30		Dormant	281-03	Diurnal	Fragrant	26 in, (66 cm) 	Midseason-Late,Rebloom		6 in, (15 cm) 	Tetraploid		155035
homeward-bound	Homeward Bound	$8.00		https://daylilies.org/DaylilyDB/detail.php?id=25476	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Homeward Bound_Spalding W_Beth Creveling_1516136447.jpg	Spalding-W.	1976		peach with pink overcast and green throat				Evergreen	74-88	Extended		17 in, (43 cm) 	Midseason-Late		8 in, (20 cm) 	Diploid		25476
hot-springs-hottie	Hot Springs Hottie	$12.00		https://daylilies.org/DaylilyDB/detail.php?id=164212	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Hot_Springs_Hottie.jpg	Goudeau	2010	(unknown × unknown)	rose with cream edge	3	10		Semi-Evergreen	09-196	Diurnal		29 in, (74 cm) 	Midseason		5 in, (13 cm) 	Tetraploid		164212
hot-wheels	Hot Wheels	$6.00	sale 18 sf	https://daylilies.org/DaylilyDB/detail.php?id=4884	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Hot Wheels  - Steven Tooker_1509886751.JPG	Calhoun	1992		red spider with yellow eyezone above yellow green throat			Spider 5.50:1	Dormant	RW91DSPRED	Diurnal		36 in, (91 cm) 	Early-Midseason,Rebloom		8.5 in, (22 cm) 	Diploid		4884
hotlanta	Hotlanta			https://daylilies.org/DaylilyDB/detail.php?id=176887	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/hotlanta.jpg	Waldrop	2014	(Walter Kennedy × Red Eyed Radiance)	red with a large more intense red eye, and a green throat	4	22		Semi-Evergreen	11-317	Diurnal	Fragrant	31 in, (79 cm) 	Early-Midseason,Rebloom		6 in, (15 cm) 	Tetraploid		176887
how-beautiful-heaven-must-be	How Beautiful Heaven Must Be	$15.00		https://daylilies.org/DaylilyDB/detail.php?id=143325	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/How_Beautiful_Heaven_Must_Be.jpg	Carpenter-J.	2002	(Ed Brown × Larry Grace)	melon pink blend above green throat	5	35		Evergreen	JC6401-01	Diurnal	Fragrant	26 in, (66 cm) 	Early-Midseason,Rebloom		5.75 in, (15 cm) 	Tetraploid		143325
huckleberry-candy	Huckleberry Candy	$5.00		https://daylilies.org/DaylilyDB/detail.php?id=4899	https://www.daylilies.org/DaylilyDB/AHSPhoto/H/Huckleberry_Candy.jpg	Stamile	1998	(Exotic Candy × Magnificent Rainbow)	cream with blue eye and green throat	3	20		Dormant	5310-C	Diurnal	Fragrant	20 in, (51 cm) 	Early-Midseason,Rebloom		4.25 in, (11 cm) 	Tetraploid		4899
